user_name,province,month,month_name,season,crop_type,predicted_roi,investment_cost,growth_days,water_requirement,risk_level,user_budget,user_goal,user_experience
Malee,นครราชสีมา,7,July,rainy,คะน้า,1000.3945664793149,8000,45,สูง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,7,July,rainy,กวางตุ้ง,999.5301477366461,5000,40,สูง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,7,July,rainy,ผักบุ้ง,1000.0158664790532,5000,40,สูงมาก,ต่ำมาก,30000,stability,beginner
Malee,นครราชสีมา,7,July,rainy,ผักกาดหอม,1000.644718346667,6000,40,สูง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,7,July,rainy,ผักกาดขาว,1000.5541444040347,6500,50,สูง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,7,July,rainy,สลัด,1000.644718346667,7000,40,สูง,กลาง,30000,stability,beginner
Malee,นครราชสีมา,7,July,rainy,ผักโขม,1000.5088848223556,5000,40,ปานกลาง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,7,July,rainy,ผักชี,1000.5088848223556,5000,40,ปานกลาง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,7,July,rainy,ต้นหอม,1000.0611260607322,5500,60,ปานกลาง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,7,July,rainy,ผักชีฝรั่ง,1000.4183108797233,5000,45,ปานกลาง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,10,October,rainy,คะน้า,1000.825353898442,8000,45,สูง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,10,October,rainy,กวางตุ้ง,999.8113039945824,5000,40,สูง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,10,October,rainy,ผักบุ้ง,1000.4466538981803,5000,40,สูงมาก,ต่ำมาก,30000,stability,beginner
Malee,นครราชสีมา,10,October,rainy,ผักกาดหอม,1001.0755057657941,6000,40,สูง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,10,October,rainy,ผักกาดขาว,1000.9849318231618,6500,50,สูง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,10,October,rainy,สลัด,1001.0755057657941,7000,40,สูง,กลาง,30000,stability,beginner
Malee,นครราชสีมา,10,October,rainy,ผักโขม,1000.9396722414828,5000,40,ปานกลาง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,10,October,rainy,ผักชี,1000.9396722414828,5000,40,ปานกลาง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,10,October,rainy,ต้นหอม,1000.4919134798594,5500,60,ปานกลาง,ต่ำ,30000,stability,beginner
Malee,นครราชสีมา,10,October,rainy,ผักชีฝรั่ง,1000.8490982988504,5000,45,ปานกลาง,ต่ำ,30000,stability,beginner
Prasert,กรุงเทพมหานคร,1,January,winter,คะน้า,1000.9422180268876,8000,45,สูง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,1,January,winter,กวางตุ้ง,999.2941424520352,5000,40,สูง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,1,January,winter,ผักบุ้ง,1000.9380084075548,5000,40,สูงมาก,ต่ำมาก,100000,profit,expert
Prasert,กรุงเทพมหานคร,1,January,winter,ผักกาดหอม,1001.1923698942397,6000,40,สูง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,1,January,winter,ผักกาดขาว,1001.1017959516074,6500,50,สูง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,1,January,winter,สลัด,1001.1923698942397,7000,40,สูง,กลาง,100000,profit,expert
Prasert,กรุงเทพมหานคร,1,January,winter,ผักโขม,1001.0565363699284,5000,40,ปานกลาง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,1,January,winter,ผักชี,1001.0565363699284,5000,40,ปานกลาง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,1,January,winter,ต้นหอม,1000.9832679892338,5500,60,ปานกลาง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,1,January,winter,ผักชีฝรั่ง,1000.9659624272961,5000,45,ปานกลาง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,4,April,summer,คะน้า,1000.5464512767866,8000,45,สูง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,4,April,summer,กวางตุ้ง,998.8983757019341,5000,40,สูง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,4,April,summer,ผักบุ้ง,1000.5422416574537,5000,40,สูงมาก,ต่ำมาก,100000,profit,expert
Prasert,กรุงเทพมหานคร,4,April,summer,ผักกาดหอม,1000.7966031441387,6000,40,สูง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,4,April,summer,ผักกาดขาว,1000.7060292015063,6500,50,สูง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,4,April,summer,สลัด,1000.7966031441387,7000,40,สูง,กลาง,100000,profit,expert
Prasert,กรุงเทพมหานคร,4,April,summer,ผักโขม,1000.6607696198273,5000,40,ปานกลาง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,4,April,summer,ผักชี,1000.6607696198273,5000,40,ปานกลาง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,4,April,summer,ต้นหอม,1000.5875012391327,5500,60,ปานกลาง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,4,April,summer,ผักชีฝรั่ง,1000.570195677195,5000,45,ปานกลาง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,7,July,rainy,คะน้า,1000.8009661079029,8000,45,สูง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,7,July,rainy,กวางตุ้ง,999.1528905330505,5000,40,สูง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,7,July,rainy,ผักบุ้ง,1000.79675648857,5000,40,สูงมาก,ต่ำมาก,100000,profit,expert
Prasert,กรุงเทพมหานคร,7,July,rainy,ผักกาดหอม,1001.051117975255,6000,40,สูง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,7,July,rainy,ผักกาดขาว,1000.9605440326227,6500,50,สูง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,7,July,rainy,สลัด,1001.051117975255,7000,40,สูง,กลาง,100000,profit,expert
Prasert,กรุงเทพมหานคร,7,July,rainy,ผักโขม,1000.9152844509437,5000,40,ปานกลาง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,7,July,rainy,ผักชี,1000.9152844509437,5000,40,ปานกลาง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,7,July,rainy,ต้นหอม,1000.8420160702491,5500,60,ปานกลาง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,7,July,rainy,ผักชีฝรั่ง,1000.8247105083113,5000,45,ปานกลาง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,10,October,rainy,คะน้า,1001.23175352703,8000,45,สูง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,10,October,rainy,กวางตุ้ง,999.4340467909868,5000,40,สูง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,10,October,rainy,ผักบุ้ง,1001.2275439076972,5000,40,สูงมาก,ต่ำมาก,100000,profit,expert
Prasert,กรุงเทพมหานคร,10,October,rainy,ผักกาดหอม,1001.4819053943821,6000,40,สูง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,10,October,rainy,ผักกาดขาว,1001.3913314517498,6500,50,สูง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,10,October,rainy,สลัด,1001.4819053943821,7000,40,สูง,กลาง,100000,profit,expert
Prasert,กรุงเทพมหานคร,10,October,rainy,ผักโขม,1001.3460718700708,5000,40,ปานกลาง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,10,October,rainy,ผักชี,1001.3460718700708,5000,40,ปานกลาง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,10,October,rainy,ต้นหอม,1001.2728034893762,5500,60,ปานกลาง,ต่ำ,100000,profit,expert
Prasert,กรุงเทพมหานคร,10,October,rainy,ผักชีฝรั่ง,1001.2554979274385,5000,45,ปานกลาง,ต่ำ,100000,profit,expert
